Ministry,Collective CA,Contract Account,Calendar Year/Month,Year,Month,Net Sales Quantity,Unit Cost,Net Sales Amount,Unnamed: 9,Collective Account,#Accounts Connected,Unnamed: 12,Accounts,Length of Service,Unnamed: 15,Non-SRCA Accounts,Status,Savings,Account_Type
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053515513,7.2025,2025,July,652.96,0.320004288,208.95,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053515513,8.2025,2025,August,652.26,0.319995094,208.72,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053515513,9.2025,2025,September,677.35,0.319997047,216.75,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053515513,10.2025,2025,October,381.9,0.320005237,122.21,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053515513,11.2025,2025,November,0.02,0.5,0.01,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053515513,12.2025,2025,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,1.2025,2025,January,342.8,0.320011669,109.7,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,2.2025,2025,February,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,3.2025,2025,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,4.2025,2025,April,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,5.2025,2025,May,3387.88,0.319999528,1084.12,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,6.2025,2025,June,5080,0.32,1625.6,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,7.2025,2025,July,3168,0.32,1013.76,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,8.2025,2025,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,9.2025,2025,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,10.2025,2025,October,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,11.2025,2025,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053518201,12.2025,2025,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,1.2025,2025,January,2337.55,0.320001711,748.02,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,2.2025,2025,February,2565.95,0.319998441,821.1,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,3.2025,2025,March,2225.48,0.319998382,712.15,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,4.2025,2025,April,3586.3,0.320001115,1147.62,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,5.2025,2025,May,4867.82,0.319999507,1557.7,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,6.2025,2025,June,5154.04,0.319999457,1649.29,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,7.2025,2025,July,5803.7,0.319999311,1857.18,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,8.2025,2025,August,7704.18,0.320000312,2465.34,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,9.2025,2025,September,8566.15,0.320000233,2741.17,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,10.2025,2025,October,6616.17,0.319999335,2117.17,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,11.2025,2025,November,5588.09,0.320000215,1788.19,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523097,12.2025,2025,December,4963.8,0.320000806,1588.42,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,1.2025,2025,January,3.91,0.319693095,1.25,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,2.2025,2025,February,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,3.2025,2025,March,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,4.2025,2025,April,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,6.2025,2025,June,5381,0.32,1721.92,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,7.2025,2025,July,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,8.2025,2025,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,9.2025,2025,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,10.2025,2025,October,7.2,0.319444444,2.3,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,11.2025,2025,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053523103,12.2025,2025,December,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,1.2025,2025,January,2832,0.32,906.24,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,2.2025,2025,February,3618.4,0.320000553,1157.89,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,3.2025,2025,March,3924.8,0.320001019,1255.94,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,4.2025,2025,April,6944,0.32,2222.08,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,5.2025,2025,May,3936.8,0.320001016,1259.78,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,6.2025,2025,June,10844,0.32,3470.08,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,7.2025,2025,July,7026.4,0.320000285,2248.45,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,8.2025,2025,August,4856.8,0.320000824,1554.18,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,9.2025,2025,September,4988.8,0.320000802,1596.42,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,10.2025,2025,October,3372.8,0.320001186,1079.3,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,11.2025,2025,November,2500,0.32,800,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053575834,12.2025,2025,December,2179.2,0.319998164,697.34,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,1.2025,2025,January,163.2,0.31997549,52.22,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,2.2025,2025,February,216,0.32,69.12,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,3.2025,2025,March,191.2,0.319979079,61.18,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,4.2025,2025,April,10615.2,0.319999623,3396.86,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,5.2025,2025,May,10806.4,0.320000185,3458.05,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,6.2025,2025,June,20184,0.32,6458.88,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,7.2025,2025,July,468,0.32,149.76,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,8.2025,2025,August,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,9.2025,2025,September,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,10.2025,2025,October,2.4,0.320833333,0.77,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000182308,10053576081,11.2025,2025,November,0,,0,,,,,,,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
