Ministry,Collective CA,Contract Account,Calendar Year/Month,Year,Month,Net Sales Quantity,Unit Cost,Net Sales Amount,Unnamed: 9,Collective Account,#Accounts Connected,Unnamed: 12,Accounts,Length of Service,Unnamed: 15,Non-SRCA Accounts,Status,Savings,Account_Type
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,2.2024,2024,February,647,0.32,207.04,,,,,10103546050,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,3.2024,2024,March,755,0.32,241.6,,,,,10104467148,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,4.2024,2024,April,1013.1,0.319998026,324.19,,,,,10104749315,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,5.2024,2024,May,1771.4,0.320001129,566.85,,,,,10104826595,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,6.2024,2024,June,3240.94,0.319999753,1037.1,,,,,10105033410,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,7.2024,2024,July,3544.68,0.320000677,1134.3,,,,,10105035441,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,8.2024,2024,August,3672.34,0.320000327,1175.15,,,,,10105036814,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,9.2024,2024,September,3538.57,0.319999322,1132.34,,,,,10105051033,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,10.2024,2024,October,2983.75,0.32,954.8,,,,,10105599992,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,11.2024,2024,November,1935.44,0.319999587,619.34,,,,,10105607001,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100774786,12.2024,2024,December,1027.88,0.319998443,328.92,,,,,10105607010,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,1.2024,2024,January,0,,0,,,,,10105607029,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,2.2024,2024,February,0,,0,,,,,10105632630,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,3.2024,2024,March,0,,0,,,,,10052530758,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,4.2024,2024,April,0,,0,,,,,10052699864,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,5.2024,2024,May,0,,0,,,,,10052851521,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,6.2024,2024,June,0,,0,,,,,10053046281,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,7.2024,2024,July,0,,0,,,,,10053087248,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,8.2024,2024,August,0,,0,,,,,10086348661,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,9.2024,2024,September,0,,0,,,,,10087280416,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,10.2024,2024,October,0,,0,,,,,10088993201,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,11.2024,2024,November,0,,0,,,,,10098562127,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898596,12.2024,2024,December,0,,0,,,,,10104085995,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,1.2024,2024,January,1759,0.32,562.88,,,,,10104096003,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,2.2024,2024,February,2304,0.32,737.28,,,,,10104152917,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,3.2024,2024,March,2009,0.32,642.88,,,,,10104152926,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,4.2024,2024,April,2686.34,0.320000447,859.63,,,,,10104152935,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,5.2024,2024,May,3940.94,0.319999797,1261.1,,,,,10104152944,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,6.2024,2024,June,6141.87,0.320000261,1965.4,,,,,10104412687,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,7.2024,2024,July,6520.99,0.320000491,2086.72,,,,,10104412696,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,8.2024,2024,August,6446.7,0.31999938,2062.94,,,,,10104583951,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,9.2024,2024,September,6395.41,0.319999812,2046.53,,,,,10104583961,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,10.2024,2024,October,4789.42,0.319999081,1532.61,,,,,10104583970,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,11.2024,2024,November,2584.47,0.319999845,827.03,,,,,10104583989,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898602,12.2024,2024,December,1673.76,0.319998088,535.6,,,,,10104583998,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,1.2024,2024,January,1013,0.32,324.16,,,,,10104591004,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,2.2024,2024,February,1108,0.32,354.56,,,,,10104591013,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,3.2024,2024,March,497,0.32,159.04,,,,,10104591022,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,4.2024,2024,April,453.5,0.32,145.12,,,,,10104591031,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,5.2024,2024,May,1734.78,0.320000231,555.13,,,,,10104591041,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,6.2024,2024,June,2740.7,0.319998541,877.02,,,,,10104591050,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,7.2024,2024,July,2893.95,0.319998618,926.06,,,,,10104591069,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,8.2024,2024,August,2936.05,0.320001362,939.54,,,,,10104591078,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,9.2024,2024,September,2930.02,0.320001229,937.61,,,,,10104591087,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,10.2024,2024,October,2335.89,0.319997945,747.48,,,,,10104591096,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,11.2024,2024,November,1160.62,0.320001379,371.4,,,,,10104591102,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898611,12.2024,2024,December,576.42,0.319992367,184.45,,,,,10104591111,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,1.2024,2024,January,557,0.32,178.24,,,,,10104735571,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,2.2024,2024,February,592,0.32,189.44,,,,,10105032379,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,3.2024,2024,March,813,0.32,260.16,,,,,10105032388,21,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,4.2024,2024,April,1561.75,0.32,499.76,,,,,10105051051,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,5.2024,2024,May,3230.02,0.320001115,1033.61,,,,,10105096401,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,6.2024,2024,June,4040.63,0.319999604,1293,,,,,10052845022,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,7.2024,2024,July,5777.71,0.320000485,1848.87,,,,,10053669458,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,8.2024,2024,August,6560.97,0.319999939,2099.51,,,,,10053867688,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,9.2024,2024,September,5830.98,0.319999383,1865.91,,,,,10053903471,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,10.2024,2024,October,4858.3,0.320000823,1554.66,,,,,10053907148,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,11.2024,2024,November,2780.57,0.319999137,889.78,,,,,10053908280,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898621,12.2024,2024,December,1250.05,0.3200032,400.02,,,,,10053908557,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,1.2024,2024,January,1070,0.32,342.4,,,,,10053908790,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,2.2024,2024,February,1610,0.32,515.2,,,,,10053918437,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,3.2024,2024,March,1413,0.32,452.16,,,,,10053945828,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,4.2024,2024,April,2013.13,0.319999205,644.2,,,,,10053956797,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,5.2024,2024,May,3001.72,0.319999867,960.55,,,,,10054001079,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,6.2024,2024,June,5389.33,0.320000816,1724.59,,,,,10054001319,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,7.2024,2024,July,5618.19,0.319999858,1797.82,,,,,10054001524,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,8.2024,2024,August,5254.31,0.320000152,1681.38,,,,,10054001749,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,9.2024,2024,September,5520.48,0.319999348,1766.55,,,,,10054001954,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,10.2024,2024,October,4409.8,0.320000907,1411.14,,,,,10054002192,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,11.2024,2024,November,2406.25,0.32,770,,,,,10054002380,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898630,12.2024,2024,December,1795.92,0.31999755,574.69,,,,,10054002611,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,1.2024,2024,January,0,,0,,,,,10054012546,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,2.2024,2024,February,0,,0,,,,,10054016975,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,3.2024,2024,March,0,,0,,,,,10054017248,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,4.2024,2024,April,0,,0,,,,,10054093348,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,5.2024,2024,May,0,,0,,,,,10054093553,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,6.2024,2024,June,0,,0,,,,,10054093769,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,7.2024,2024,July,0,,0,,,,,10054093983,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,8.2024,2024,August,0,,0,,,,,10054094194,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,9.2024,2024,September,0,,0,,,,,10054094416,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,10.2024,2024,October,0,,0,,,,,10054094640,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,11.2024,2024,November,0,,0,,,,,10054094846,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898649,12.2024,2024,December,0,,0,,,,,10079349275,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,1.2024,2024,January,0,,0,,,,,10079349551,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,2.2024,2024,February,0,,0,,,,,10079349810,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,3.2024,2024,March,0,,0,,,,,10082821040,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,4.2024,2024,April,0,,0,,,,,10082839939,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,5.2024,2024,May,0,,0,,,,,10082839957,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,6.2024,2024,June,0,,0,,,,,10082852734,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,7.2024,2024,July,0,,0,,,,,10082871669,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,8.2024,2024,August,0,,0,,,,,10082871678,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,9.2024,2024,September,0,,0,,,,,10082871687,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,10.2024,2024,October,0,,0,,,,,10082871696,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,11.2024,2024,November,0,,0,,,,,10084029071,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898658,12.2024,2024,December,0,,0,,,,,10084029080,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,1.2024,2024,January,0,,0,,,,,10084029141,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,2.2024,2024,February,0,,0,,,,,10084029286,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,3.2024,2024,March,0,,0,,,,,10084059928,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,4.2024,2024,April,0,,0,,,,,10084059946,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,5.2024,2024,May,0,,0,,,,,10084059964,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,6.2024,2024,June,0,,0,,,,,10085208890,19,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,7.2024,2024,July,0,,0,,,,,10085208906,7,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,8.2024,2024,August,0,,0,,,,,10085245893,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,9.2024,2024,September,0,,0,,,,,10085701715,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,10.2024,2024,October,0,,0,,,,,10097831122,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,11.2024,2024,November,0,,0,,,,,10097831131,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898667,12.2024,2024,December,0,,0,,,,,10097831141,24,,б« нжћѕ,Ќ”«» гжЋё,0,ќ«гб/—”жг ЁёЎ
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,1.2024,2024,January,926,0.32,296.32,,,,,10097831150,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,2.2024,2024,February,698,0.32,223.36,,,,,10097831169,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,3.2024,2024,March,1571,0.32,502.72,,,,,10097831178,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,4.2024,2024,April,942.8,0.320004243,301.7,,,,,10100330879,2,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,5.2024,2024,May,2021.75,0.32,646.96,,,,,10100714901,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,6.2024,2024,June,3037.31,0.320000263,971.94,,,,,10100763586,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,7.2024,2024,July,3245.89,0.319998521,1038.68,,,,,10100994476,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,8.2024,2024,August,3241.79,0.319999136,1037.37,,,,,10100994485,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,9.2024,2024,September,2945.36,0.32000163,942.52,,,,,10101509469,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,10.2024,2024,October,2290.24,0.320001397,732.88,,,,,10101509478,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,11.2024,2024,November,1915.84,0.320000626,613.07,,,,,10101726827,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100898676,12.2024,2024,December,1241.01,0.319997421,397.12,,,,,10101726836,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,1.2024,2024,January,2976,0.32,952.32,,,,,10103441405,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,2.2024,2024,February,3508,0.32,1122.56,,,,,10103505683,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,3.2024,2024,March,3141,0.32,1005.12,,,,,10103802329,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,4.2024,2024,April,3203,0.32,1024.96,,,,,10103977862,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,5.2024,2024,May,5133.26,0.319999377,1642.64,,,,,10104742815,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,6.2024,2024,June,9662.74,0.320000331,3092.08,,,,,10104742824,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,7.2024,2024,July,12267.87,0.32000013,3925.72,,,,,10104742833,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,8.2024,2024,August,13610.13,0.319999882,4355.24,,,,,10104821884,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,9.2024,2024,September,10640.71,0.320000263,3405.03,,,,,10104821893,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,10.2024,2024,October,8188.63,0.319999805,2620.36,,,,,10104821900,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
ен∆… «беб«б «б√Ќг— «б”Џжѕн,20000005027,10100978768,11.2024,2024,November,6026,0.32,1928.32,,,,,10104897004,24,,б« нжћѕ,Ќ”«» гжЋё,0,д‘Ў
